0.000000	0.771150
0.333654	0.762757
0.667308	0.738843
1.000962	0.702698
1.334616	0.658439
1.668270	0.609821
2.001924	0.559566
2.335578	0.509300
2.669232	0.459840
3.002886	0.411529
3.336540	0.364492
3.670194	0.318768
4.003848	0.274366
4.337502	0.231289
4.671156	0.189538
5.004810	0.149112
5.338464	0.110012
5.672118	0.072237
6.005772	0.035787
6.339426	0.000663
6.673080	-0.033136
7.006734	-0.065609
7.340388	-0.096757
7.674042	-0.126580
8.007696	-0.155077
8.341350	-0.182248
8.675004	-0.208094
9.008658	-0.232615
9.342312	-0.255810
9.675966	-0.277680
10.009620	-0.298224
10.343274	-0.317443
10.676928	-0.335337
11.010582	-0.351905
11.344236	-0.367147
11.677890	-0.381064
12.011544	-0.393656
12.345198	-0.404922
12.678852	-0.414863
13.012506	-0.423478
13.346160	-0.430768
13.679813	-0.436733
14.013467	-0.441372
14.347121	-0.444685
14.680775	-0.446674
15.014429	-0.447336
15.348083	-0.446674
15.681737	-0.444685
16.015391	-0.441372
16.349045	-0.436733
16.682699	-0.430768
17.016353	-0.423478
17.350007	-0.414863
17.683661	-0.404922
18.017315	-0.393656
18.350969	-0.381064
18.684623	-0.367147
19.018277	-0.351905
19.351931	-0.335337
19.685585	-0.317443
20.019239	-0.298224
20.352893	-0.277680
20.686547	-0.255810
21.020201	-0.232615
21.353855	-0.208094
21.687509	-0.182248
22.021163	-0.155077
22.354817	-0.126580
22.688471	-0.096757
23.022125	-0.065609
23.355779	-0.033136
23.689433	0.000663
24.023087	0.035787
24.356741	0.072237
24.690395	0.110012
25.024049	0.149112
25.357703	0.189538
25.691357	0.231289
26.025011	0.274366
26.358665	0.318768
26.692319	0.364492
27.025973	0.411529
27.359627	0.459840
27.693281	0.509300
28.026935	0.559566
28.360589	0.609821
28.694243	0.658439
29.027897	0.702698
29.361551	0.738843
29.695205	0.762757
&
0.000000	0.135557	-0.635592
0.333654	0.129056	-0.633700
0.667308	0.278510	-0.460333
1.000962	0.437329	-0.265368
1.334616	0.573313	-0.085127
1.668270	0.611382	0.001561
2.001924	0.504082	-0.055484
2.335578	0.303940	-0.205360
2.669232	0.055433	-0.404407
3.002886	-0.138028	-0.549557
3.336540	-0.321993	-0.686485
3.670194	-0.581346	-0.900113
4.003848	-0.678529	-0.952895
4.337502	-0.541609	-0.772898
4.671156	-0.319309	-0.508847
5.004810	-0.189953	-0.339065
5.338464	-0.131003	-0.241015
5.672118	-0.070363	-0.142600
6.005772	0.099631	0.063844
6.339426	0.370478	0.369815
6.673080	0.631655	0.664791
7.006734	0.705997	0.771607
7.340388	0.536133	0.632890
7.674042	0.231708	0.358288
8.007696	0.083410	0.238486
8.341350	0.136690	0.318938
8.675004	0.245108	0.453203
9.008658	0.339369	0.571984
9.342312	0.332122	0.587932
9.675966	0.217098	0.494777
10.009620	0.036308	0.334532
10.343274	-0.129486	0.187957
10.676928	-0.229956	0.105381
11.010582	-0.420874	-0.068970
11.344236	-0.618648	-0.251501
11.677890	-0.658039	-0.276975
12.011544	-0.547634	-0.153978
12.345198	-0.407683	-0.002760
12.678852	-0.318924	0.095939
13.012506	-0.274559	0.148919
13.346160	-0.209096	0.221672
13.679813	-0.057353	0.379380
14.013467	0.157227	0.598599
14.347121	0.330964	0.775650
14.680775	0.352351	0.799024
15.014429	0.201666	0.649002
15.348083	0.026964	0.473637
15.681737	-0.010767	0.433919
16.015391	0.001486	0.442857
16.349045	0.021080	0.457813
16.682699	0.029351	0.460120
17.016353	0.003855	0.427333
17.350007	-0.043007	0.371856
17.683661	-0.104226	0.300696
18.017315	-0.135438	0.258218
18.350969	-0.166981	0.214084
18.684623	-0.226810	0.140337
19.018277	-0.246303	0.105602
19.351931	-0.208840	0.126496
19.685585	-0.152626	0.164817
20.019239	-0.095449	0.202775
20.352893	-0.015237	0.262443
20.686547	0.044066	0.299876
21.020201	0.079507	0.312122
21.353855	0.086148	0.294242
21.687509	0.071491	0.253739
22.021163	0.028503	0.183579
22.354817	-0.021099	0.105481
22.688471	-0.053349	0.043409
23.022125	-0.027664	0.037946
23.355779	-0.004488	0.028648
23.689433	-0.034005	-0.034668
24.023087	-0.100862	-0.136649
24.356741	-0.172982	-0.245218
24.690395	-0.209689	-0.319700
25.024049	-0.195343	-0.344455
25.357703	-0.140847	-0.330385
25.691357	-0.068012	-0.299302
26.025011	-0.059258	-0.333624
26.358665	0.015307	-0.303461
26.692319	0.133757	-0.230735
27.025973	0.189111	-0.222418
27.359627	0.092145	-0.367695
27.693281	-0.056924	-0.566225
28.026935	-0.093398	-0.652964
28.360589	0.029035	-0.580786
28.694243	0.235942	-0.422497
29.027897	0.392557	-0.310141
29.361551	0.405417	-0.333426
29.695205	0.281931	-0.480826
